"ID","EMBED_STR","SPORT_TYPE","DIFFICULTY","MOVING_TIME_SECONDS","DISTANCE_METERS","GENERATION_MODEL","WORKOUT_SOURCE","STORE_VERSION","RAW_JSON_STR","CREATED_AT"
"SLAM_944f8eeff79e40f091","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","2762","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_944f8eeff79e40f091"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-30 22:00:00.000"
"SLAM_51cfa89170854787ad","Alpine Ski Session
## Conditions
Variable terrain and snow conditions

## Approach
• Multiple runs over 4 hours
• Mix of groomed runs and powder
• Focus on technique and line choice
• Total vertical descent: ~2500m

**Tips:** Stay hydrated between runs. Adjust technique for changing snow conditions.","alpineski","hard","14400","25000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Alpine Ski Session"", ""workout_instructions"": ""Alpine Ski Session\n## Conditions\nVariable terrain and snow conditions\n\n## Approach\n\u2022 Multiple runs over 4 hours\n\u2022 Mix of groomed runs and powder\n\u2022 Focus on technique and line choice\n\u2022 Total vertical descent: ~2500m\n\n**Tips:** Stay hydrated between runs. Adjust technique for changing snow conditions."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""alpineski""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_51cfa89170854787ad"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-12 00:00:00.000"
"SLAM_b6e2bb49268d4a8393","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_b6e2bb49268d4a8393"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-17 03:00:00.000"
"SLAM_c2d6afe99fed468d9c","Restorative Yoga Flow
## Duration
60 minutes

## Focus
• Gentle stretching and mobility work
• Breath awareness and relaxation
• Hip openers and spinal mobility
• Deep rest in final savasana

## Sequence
• Sun salutations (gentle pace)
• Standing poses and balance work
• Seated stretches and twists
• Supine relaxation poses

**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind.","yoga","easy","3600","","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Restorative Yoga Flow"", ""workout_instructions"": ""Restorative Yoga Flow\n## Duration\n60 minutes\n\n## Focus\n\u2022 Gentle stretching and mobility work\n\u2022 Breath awareness and relaxation\n\u2022 Hip openers and spinal mobility\n\u2022 Deep rest in final savasana\n\n## Sequence\n\u2022 Sun salutations (gentle pace)\n\u2022 Standing poses and balance work\n\u2022 Seated stretches and twists\n\u2022 Supine relaxation poses\n\n**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""yoga""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_c2d6afe99fed468d9c"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-02 09:00:00.000"
"SLAM_a7502af6ad3b4c19b6","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_a7502af6ad3b4c19b6"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-28 03:00:00.000"
"SLAM_7161450fa0aa4d9d94","Recovery Spin
## Warm-up
• 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>

## Main Set
• 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>
• Keep cadence high (90-100 rpm)
• Power output should feel very easy
• Focus on smooth pedal stroke

## Cool-down
• 10 min easy spin at <POWER_ZONE_1_RECOVERY>

**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy.","ride","easy","3600","30000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Spin"", ""workout_instructions"": ""Recovery Spin\n## Warm-up\n\u2022 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>\n\n## Main Set\n\u2022 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>\n\u2022 Keep cadence high (90-100 rpm)\n\u2022 Power output should feel very easy\n\u2022 Focus on smooth pedal stroke\n\n## Cool-down\n\u2022 10 min easy spin at <POWER_ZONE_1_RECOVERY>\n\n**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_7161450fa0aa4d9d94"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 17:00:00.000"
"SLAM_a6f4639dc5d5487bbc","Hill Repeats - Power Development
## Warm-up
• 2000m easy running to hill location
• Dynamic leg swings and activation

## Main Set
### Hill Sprints
10 intervals of:
• 60-90 second hill sprint at maximum sustainable effort
• Focus on powerful drive from glutes and hamstrings
• Walk/jog back down for full recovery

## Cool-down
• 2000m easy running
• Extra stretching focus on calves and hip flexors

**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture.","run","very hard","2555","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Hill Repeats - Power Development"", ""workout_instructions"": ""Hill Repeats - Power Development\n## Warm-up\n\u2022 2000m easy running to hill location\n\u2022 Dynamic leg swings and activation\n\n## Main Set\n### Hill Sprints\n10 intervals of:\n\u2022 60-90 second hill sprint at maximum sustainable effort\n\u2022 Focus on powerful drive from glutes and hamstrings\n\u2022 Walk/jog back down for full recovery\n\n## Cool-down\n\u2022 2000m easy running\n\u2022 Extra stretching focus on calves and hip flexors\n\n**Tips:** Hill repeats build power and running economy. Drive hard up the hill with good posture."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_a6f4639dc5d5487bbc"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-02 08:00:00.000"
"SLAM_90e56b1f0304494185","Track Repeats - Speed Development
## Warm-up
• 2000m easy at <PACE_ZONE_2_ENDURANCE>
• Dynamic drills
• 6x100m strides progressing to race pace

## Main Set
### Speed Intervals
8 intervals of:
• 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)
• 200m recovery walk/jog

## Cool-down
• 2000m easy jog at <PACE_ZONE_2_ENDURANCE>
• Thorough stretching

**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity.","run","very hard","1549","6000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Track Repeats - Speed Development"", ""workout_instructions"": ""Track Repeats - Speed Development\n## Warm-up\n\u2022 2000m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Dynamic drills\n\u2022 6x100m strides progressing to race pace\n\n## Main Set\n### Speed Intervals\n8 intervals of:\n\u2022 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)\n\u2022 200m recovery walk/jog\n\n## Cool-down\n\u2022 2000m easy jog at <PACE_ZONE_2_ENDURANCE>\n\u2022 Thorough stretching\n\n**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_90e56b1f0304494185"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-25 14:00:00.000"
"SLAM_68b10ddcc9f94ef99c","Long Slow Distance
## Warm-up
• 15 min easy build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 60 min continuous running at <PACE_ZONE_2_ENDURANCE>
• Maintain consistent, sustainable pace
• Focus on time on feet rather than speed
• Stay relaxed and efficient

## Cool-down
• 5 min easy jog at <PACE_ZONE_1_RECOVERY>

**Tips:** Long runs build endurance and mental toughness. Fuel appropriately and stay hydrated throughout.","run","easy","4800","14692","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Long Slow Distance"", ""workout_instructions"": ""Long Slow Distance\n## Warm-up\n\u2022 15 min easy build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 60 min continuous running at <PACE_ZONE_2_ENDURANCE>\n\u2022 Maintain consistent, sustainable pace\n\u2022 Focus on time on feet rather than speed\n\u2022 Stay relaxed and efficient\n\n## Cool-down\n\u2022 5 min easy jog at <PACE_ZONE_1_RECOVERY>\n\n**Tips:** Long runs build endurance and mental toughness. Fuel appropriately and stay hydrated throughout."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_68b10ddcc9f94ef99c"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-11 19:00:00.000"
"SLAM_88706e9e8fd44097b0","5K Threshold Intervals
## Warm-up
• 1000m easy at <PACE_ZONE_2_ENDURANCE>

## Main Set
### Threshold Intervals
4 intervals of:
• 800m at <PACE_ZONE_4_THRESHOLD> (comfortably hard, sustainable effort)
• 200m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 800m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** Maintain consistent effort throughout each threshold segment. Focus on smooth, controlled breathing and efficient form.","run","hard","1332","5000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""5K Threshold Intervals"", ""workout_instructions"": ""5K Threshold Intervals\n## Warm-up\n\u2022 1000m easy at <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n### Threshold Intervals\n4 intervals of:\n\u2022 800m at <PACE_ZONE_4_THRESHOLD> (comfortably hard, sustainable effort)\n\u2022 200m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 800m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** Maintain consistent effort throughout each threshold segment. Focus on smooth, controlled breathing and efficient form."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_88706e9e8fd44097b0"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-17 13:00:00.000"
"SLAM_790408d1ff6045eaa6","VO2 Max Intervals
## Warm-up
• 25 min progressive warm-up
• Include 2x3min at <POWER_ZONE_3_TEMPO>

## Main Set
### VO2 Max Efforts
5 intervals of:
• 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)
• Very hard sustainable effort
• 4 min very easy recovery

## Cool-down
• 20 min very easy spinning

**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused.","ride","very hard","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 25 min progressive warm-up\n\u2022 Include 2x3min at <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### VO2 Max Efforts\n5 intervals of:\n\u2022 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)\n\u2022 Very hard sustainable effort\n\u2022 4 min very easy recovery\n\n## Cool-down\n\u2022 20 min very easy spinning\n\n**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_790408d1ff6045eaa6"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-18 11:00:00.000"
"SLAM_f8efb0317bd24b0992","Restorative Yoga Flow
## Duration
60 minutes

## Focus
• Gentle stretching and mobility work
• Breath awareness and relaxation
• Hip openers and spinal mobility
• Deep rest in final savasana

## Sequence
• Sun salutations (gentle pace)
• Standing poses and balance work
• Seated stretches and twists
• Supine relaxation poses

**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind.","yoga","easy","3600","","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Restorative Yoga Flow"", ""workout_instructions"": ""Restorative Yoga Flow\n## Duration\n60 minutes\n\n## Focus\n\u2022 Gentle stretching and mobility work\n\u2022 Breath awareness and relaxation\n\u2022 Hip openers and spinal mobility\n\u2022 Deep rest in final savasana\n\n## Sequence\n\u2022 Sun salutations (gentle pace)\n\u2022 Standing poses and balance work\n\u2022 Seated stretches and twists\n\u2022 Supine relaxation poses\n\n**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""yoga""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f8efb0317bd24b0992"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-23 15:00:00.000"
"SLAM_1ad7dd2a77cb4e0e87","Over-Under Intervals
## Warm-up
• 25 min progressive build
• Include several short efforts at threshold

## Main Set
### Over-Under Sets
4 intervals of:
• 2 min at 95% FTP (under threshold)
• 1 min at 105% FTP (over threshold)
• Repeat 4 times per interval (12 min total)
• 5 min recovery between intervals

## Cool-down
• 20 min easy spin

**Tips:** Over-unders teach you to manage surges in power while maintaining threshold effort.","ride","hard","8400","70000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Over-Under Intervals"", ""workout_instructions"": ""Over-Under Intervals\n## Warm-up\n\u2022 25 min progressive build\n\u2022 Include several short efforts at threshold\n\n## Main Set\n### Over-Under Sets\n4 intervals of:\n\u2022 2 min at 95% FTP (under threshold)\n\u2022 1 min at 105% FTP (over threshold)\n\u2022 Repeat 4 times per interval (12 min total)\n\u2022 5 min recovery between intervals\n\n## Cool-down\n\u2022 20 min easy spin\n\n**Tips:** Over-unders teach you to manage surges in power while maintaining threshold effort."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_1ad7dd2a77cb4e0e87"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-11 20:00:00.000"
"SLAM_68a1749d11144a8cb9","Easy Aerobic Run
## Warm-up
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Gradually progress to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 40 min continuous run at <PACE_ZONE_2_ENDURANCE>
• Maintain steady, comfortable pace
• Focus on developing aerobic base
• Breathing should remain comfortable throughout

## Cool-down
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Finish with light stretching

**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster.","run","easy","3600","12578","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Easy Aerobic Run"", ""workout_instructions"": ""Easy Aerobic Run\n## Warm-up\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Gradually progress to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 40 min continuous run at <PACE_ZONE_2_ENDURANCE>\n\u2022 Maintain steady, comfortable pace\n\u2022 Focus on developing aerobic base\n\u2022 Breathing should remain comfortable throughout\n\n## Cool-down\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Finish with light stretching\n\n**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_68a1749d11144a8cb9"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-20 15:00:00.000"
"SLAM_5d87268dd1334042a2","Steady State Run
## Warm-up
• 2000m progressive build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 6000m at <PACE_ZONE_3_TEMPO> to lower <PACE_ZONE_4_THRESHOLD>
• Slightly faster than marathon pace
• Maintain steady, controlled effort
• Focus on efficient form and rhythm

## Cool-down
• 2000m easy jog at <PACE_ZONE_2_ENDURANCE>

**Tips:** Steady state runs bridge the gap between easy running and hard threshold work.","run","moderate","3410","10000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Steady State Run"", ""workout_instructions"": ""Steady State Run\n## Warm-up\n\u2022 2000m progressive build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 6000m at <PACE_ZONE_3_TEMPO> to lower <PACE_ZONE_4_THRESHOLD>\n\u2022 Slightly faster than marathon pace\n\u2022 Maintain steady, controlled effort\n\u2022 Focus on efficient form and rhythm\n\n## Cool-down\n\u2022 2000m easy jog at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** Steady state runs bridge the gap between easy running and hard threshold work."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_5d87268dd1334042a2"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-23 09:00:00.000"
"SLAM_79d9031744214492a1","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","2948","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_79d9031744214492a1"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-19 02:00:00.000"
"SLAM_fcc07f9f79924fc99b","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_fcc07f9f79924fc99b"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 02:00:00.000"
"SLAM_05b1f41fcd904f90b7","VO2 Max Intervals
## Warm-up
• 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>
• 6x100m strides building to <PACE_ZONE_5_VO2MAX>

## Main Set
### VO2 Max Repeats
5 intervals of:
• 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)
• 400m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 1600m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued.","run","hard","1856","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\u2022 6x100m strides building to <PACE_ZONE_5_VO2MAX>\n\n## Main Set\n### VO2 Max Repeats\n5 intervals of:\n\u2022 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)\n\u2022 400m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 1600m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_05b1f41fcd904f90b7"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-17 01:00:00.000"
"SLAM_78cb8e6e2fd643d4ae","VO2 Max Intervals
## Warm-up
• 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>
• 6x100m strides building to <PACE_ZONE_5_VO2MAX>

## Main Set
### VO2 Max Repeats
5 intervals of:
• 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)
• 400m recovery jog at <PACE_ZONE_1_RECOVERY>

## Cool-down
• 1600m easy at <PACE_ZONE_2_ENDURANCE>

**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued.","run","hard","2017","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 2000m easy progressive from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\u2022 6x100m strides building to <PACE_ZONE_5_VO2MAX>\n\n## Main Set\n### VO2 Max Repeats\n5 intervals of:\n\u2022 800m at <PACE_ZONE_5_VO2MAX> (hard effort, near 5K race pace)\n\u2022 400m recovery jog at <PACE_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 1600m easy at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** These are hard efforts - your breathing will be labored. Focus on maintaining form even when fatigued."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_78cb8e6e2fd643d4ae"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 20:00:00.000"
"SLAM_f37773fa1cea495eb8","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","4306","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f37773fa1cea495eb8"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-14 16:00:00.000"
